date,price
8/10/2003,45.205898
9/10/2003,46.278
10/10/2003,46.992699
13/10/2003,47.171398
14/10/2003,46.278
15/10/2003,46.992699
16/10/2003,47.171398
17/10/2003,46.278
20/10/2003,47.171398
21/10/2003,47.171398
22/10/2003,45.920601
23/10/2003,45.027199
24/10/2003,44.669899
27/10/2003,44.669899
28/10/2003,45.920601
29/10/2003,46.456699
30/10/2003,46.0993
31/10/2003,46.278
3/11/2003,46.278
4/11/2003,46.0993
5/11/2003,45.742001
6/11/2003,44.491199
7/11/2003,44.669899
10/11/2003,44.133801
11/11/2003,43.597801
12/11/2003,42.883099
13/11/2003,44.133801
14/11/2003,44.3125
17/11/2003,43.061798
18/11/2003,42.1684
19/11/2003,41.096298
20/11/2003,41.453701
21/11/2003,41.632301
24/11/2003,41.632301
25/11/2003,41.9897
26/11/2003,42.347
27/11/2003,42.704399
28/11/2003,43.776501
1/12/2003,44.669899
2/12/2003,44.3125
3/12/2003,43.9552
4/12/2003,43.240501
5/12/2003,43.240501
8/12/2003,42.347
9/12/2003,43.061798
10/12/2003,42.704399
11/12/2003,44.669899
12/12/2003,44.848598
15/12/2003,44.3125
16/12/2003,43.240501
17/12/2003,42.883099
18/12/2003,42.883099
19/12/2003,43.419102
22/12/2003,43.776501
23/12/2003,43.597801
24/12/2003,43.419102
25/12/2003,43.419102
26/12/2003,43.419102
29/12/2003,43.597801
30/12/2003,43.776501
31/12/2003,43.9552
1/1/2004,43.9552
2/1/2004,44.848598
5/1/2004,47.171398
6/1/2004,47.528801
7/1/2004,47.350101
8/1/2004,46.0993
9/1/2004,47.886101
12/1/2004,49.494202
13/1/2004,50.3876
14/1/2004,51.995701
15/1/2004,51.459702
16/1/2004,51.280998
19/1/2004,52.1744
20/1/2004,53.961201
21/1/2004,55.390701
22/1/2004,55.390701
23/1/2004,55.390701
26/1/2004,55.748001
27/1/2004,54.6759
28/1/2004,52.531799
29/1/2004,51.638401
30/1/2004,51.638401
2/2/2004,50.0303
3/2/2004,51.280998
4/2/2004,51.102299
5/2/2004,51.102299
6/2/2004,52.3531
9/2/2004,53.425201
10/2/2004,53.246498
11/2/2004,53.246498
12/2/2004,52.889099
13/2/2004,52.889099
16/2/2004,53.067799
17/2/2004,52.889099
18/2/2004,53.603901
19/2/2004,54.1399
